title,publish_time,source,related_instruments
万兴科技：已与微软签署云服务框架协议,2023-07-06 20:33:00,快兰斯24小时财经,MSFT.US
国华网安：上半年预亏2000万元-3000万元,2023-07-06 20:53:49,快兰斯24小时财经,00370.HK
又一批银行下调存款利率 美元存款、大额存单也在降,2023-07-06 21:06:00,快兰斯24小时财经,IBOC.US
禾信仪器：撤回申请文件，上交所决定终止审核公司发行可转债不超2.3亿元事项,2023-07-06 23:02:29,快兰斯24小时财经,"01776.HK,000776.SZ"
“AI 汽车”站上风口 多家上市公司深度布局智能驾驶,2023-07-07 06:44:01,快兰斯24小时财经,"002405.SZ,300496.SZ,002036.SZ,002456.SZ,002920.SZ"
内地券商：城投风险对银行影响可控,2023-07-07 06:53:45,快兰斯24小时财经,GS.US
稀土永磁板块再度回调,2023-07-07 09:32:33,快兰斯24小时财经,"300127.SZ,301141.SZ,300835.SZ"
电力板块异动拉升 晋控电力涨停,2023-07-07 09:36:19,快兰斯24小时财经,"000767.SZ,600509.SH,002893.SZ,000037.SZ,000040.SZ"
CPO概念股盘初回调,2023-07-07 09:37:18,快兰斯24小时财经,"002281.SZ,300620.SZ,600105.SH,688048.SH,300913.SZ"
酒店及餐饮板块盘初走高,2023-07-07 09:43:01,快兰斯24小时财经,"000428.SZ,600258.SH,002186.SZ,301073.SZ"
AIGC概念股持续下挫,2023-07-07 09:58:18,快兰斯24小时财经,"002373.SZ,300846.SZ,300170.SZ"
零售股异动拉升 三江购物涨停,2023-07-07 09:58:31,快兰斯24小时财经,"002336.SZ,600859.SH,000759.SZ,600729.SH,605188.SH,002561.SZ"
网络安全概念股震荡下挫 吉大正元逼近跌停,2023-07-07 10:00:44,快兰斯24小时财经,"003029.SZ,300895.SZ,300369.SZ,688152.SH"
种业板块异动拉升,2023-07-07 10:01:55,快兰斯24小时财经,"300087.SZ,600313.SH,300189.SZ,600354.SH"
游戏、传媒股持续震荡下跌,2023-07-07 10:15:18,快兰斯24小时财经,"002605.SZ,300148.SZ,002995.SZ,002555.SZ"
化学制药板块异动拉升,2023-07-07 10:19:19,快兰斯24小时财经,"000963.SZ,002294.SZ,002262.SZ"
养殖、水产股异动拉升 粤海饲料涨停,2023-07-07 10:22:31,快兰斯24小时财经,"001313.SZ,300094.SZ,002069.SZ,000798.SZ"
汽车零部件板块探底回升 凯众股份涨停,2023-07-07 11:07:55,快兰斯24小时财经,"301192.SZ,603006.SH,603037.SH,002976.SZ,002708.SZ,300100.SZ,301298.SZ,000570.SZ,301229.SZ"
银龙股份与中国同辐签署战略合作框架协议,2023-07-07 11:08:06,快兰斯24小时财经,01763.HK
复合集流体概念股快速反弹 宝明科技涨超6%再创历史新高,2023-07-07 11:17:44,快兰斯24小时财经,"002992.SZ,300057.SZ,603800.SH,002846.SZ,688659.SH"
陕西绿发新能源建设有限公司正式成立,2023-07-07 11:56:45,快兰斯24小时财经,600248.SH
风电设备午后下挫,2023-07-07 13:07:45,快兰斯24小时财经,"300129.SZ,301155.SZ,002531.SZ,002487.SZ"
有色金属板块持续走高 中国铝业涨停,2023-07-07 13:08:06,快兰斯24小时财经,"301092.SZ,002532.SZ,000807.SZ,600961.SH,002428.SZ"
证券板块午后拉升,2023-07-07 13:11:54,快兰斯24小时财经,"601377.SH,03958.HK,600837.SH,06837.HK,600958.SH,000712.SZ"
供销社概念股异动拉升 天鹅股份涨停,2023-07-07 13:22:12,快兰斯24小时财经,"603029.SH,002999.SZ,000722.SZ,003042.SZ,002758.SZ"
华润微：已形成系列化碳化硅二极管和SiC MOSFET产品,2023-07-07 15:27:43,快兰斯24小时财经,00597.HK
"惠而浦：预计2023年上半年实现归属于母公司所有者的净利润3,000万元到4,500万元 同比扭亏为盈",2023-07-07 15:33:43,快兰斯24小时财经,WHR.US
美利云：目前公司暂未与AMD公司合作,2023-07-07 15:56:43,快兰斯24小时财经,AMD.US
特斯拉上海1期电池线停产，或调整电池包自制策略,2023-07-07 16:33:20,快兰斯24小时财经,TSLA.US
博彦科技：为客户落地基于Azure OpenAI的chatbot相关项目,2023-07-07 17:03:01,快兰斯24小时财经,MSFT.US
太极集团：上半年净利预增340%,2023-07-07 17:08:29,快兰斯24小时财经,RIO.US
昊志机电：公司生产的谐波减速器等产品目前尚未应用于人型机器人领域 没有签署相关协议,2023-07-07 17:56:28,快兰斯24小时财经,HLIT.US
通力科技：未有相关产品应用于机器人等精密减速器,2023-07-07 19:36:14,快兰斯24小时财经,"300750.SZ,002594.SZ,01211.HK"
深南电路：PCB及封装基板业务的部分项目需求较一季度短期内略有恢复,2023-07-07 19:45:37,快兰斯24小时财经,000037.SZ
弘信电子：国产服务器初期毛利水平相对有限,2023-07-07 19:48:30,快兰斯24小时财经,300657.SZ
博威合金：国内谐波减速器重点企业是公司客户,2023-07-07 20:39:56,快兰斯24小时财经,HLIT.US
中信建投回应拍下华西证券股权：系与客户开展场外衍生品交易,2023-07-07 21:01:43,快兰斯24小时财经,"06066.HK,601066.SH"
商汤科技与永信至诚达成战略合作,2023-07-07 22:57:26,快兰斯24小时财经,00020.HK
三大“绊脚石”挡路，5月以来近20家公司终止收购资产,2023-07-08 06:57:40,快兰斯24小时财经,301068.SZ
下周解禁市值近千亿元，电建龙头解禁压力最大,2023-07-08 08:09:53,快兰斯24小时财经,"CEA.US,600115.SH"
川润股份同金风科技签署风电产业创新研究院联合共建协议,2023-07-08 10:13:21,快兰斯24小时财经,"002202.SZ,02208.HK"
2023世界半导体大会7月19-21日南京举办 高通、台积电高管将出席,2023-07-08 17:38:20,快兰斯24小时财经,"TSM.US,QCOM.US"
阳谷华泰和浦林成山签订战略合作协议,2023-07-08 23:20:52,快兰斯24小时财经,01809.HK
流拍！曾被规划为“中国第一高楼”、“深圳东部新地标”，如今无人问津,2023-07-09 08:51:39,快兰斯24小时财经,"09618.HK,JD.US"
东方电气与中核工程签署金电项目1、2号机组汽轮发电机组设备供货合同,2023-07-09 09:39:20,快兰斯24小时财经,"01072.HK,600875.SH"
联创股份：拟参与新华联控股破产重整投资,2023-07-09 16:39:37,快兰斯24小时财经,"000036.SZ,300343.SZ,01398.HK"
荣耀折叠屏新产品将首次大规模使用钛合金材料 目标销量翻一倍,2023-07-10 09:06:01,快兰斯24小时财经,"300115.SZ,PT.US,300606.SZ"
致远互联签约陕西广电网络 打造一体化协同平台,2023-07-10 09:07:02,快兰斯24小时财经,600831.SH
天风证券：继续看好空调内销景气度及清洁电器中长期布局机会,2023-07-10 09:15:50,快兰斯24小时财经,"601162.SH,002705.SZ,600690.SH,600060.SH,06690.HK,000651.SZ,000921.SZ,603486.SH,000333.SZ,002035.SZ,00921.HK,002508.SZ,002959.SZ"
电力设备开盘走强，三星医疗涨停,2023-07-10 09:29:44,快兰斯24小时财经,"301361.SZ,300407.SZ,301226.SZ"
稀缺资源板块盘初冲高,2023-07-10 09:35:01,快兰斯24小时财经,"600293.SH,002738.SZ,000060.SZ,002428.SZ"
港股银行板块开盘走强,2023-07-10 09:37:44,快兰斯24小时财经,"601939.SH,01288.HK,00939.HK,601288.SH,02388.HK"
电力板块开盘走高 粤电力A、晋控电力直线拉升涨停,2023-07-10 09:39:12,快兰斯24小时财经,"000767.SZ,000539.SZ,000543.SZ,000037.SZ"
锂矿板块早盘大涨 江特电机涨停,2023-07-10 09:41:06,快兰斯24小时财经,"002176.SZ,002192.SZ,09696.HK,000155.SZ,002466.SZ"
卫星导航板块拉升 天迈科技20CM 涨停,2023-07-10 09:43:44,快兰斯24小时财经,"600118.SH,300807.SZ,300342.SZ,300782.SZ"
减速器概念股震荡下挫,2023-07-10 09:52:44,快兰斯24小时财经,"000678.SZ,300549.SZ,002708.SZ,300817.SZ,002553.SZ"
半导体及元件板块冲高,2023-07-10 09:55:19,快兰斯24小时财经,"688209.SH,688256.SH,002484.SZ,300782.SZ,688041.SH"
白酒板块异动拉升 金种子酒逼近涨停,2023-07-10 09:56:25,快兰斯24小时财经,"600199.SH,000568.SZ,600238.SH,600809.SH,600702.SH"
汽车整车板块持续探底,2023-07-10 09:58:44,快兰斯24小时财经,"601127.SH,000980.SZ,600066.SH,000957.SZ"
中望软件联合苏交科等共设交通软件科技公司,2023-07-10 10:28:57,快兰斯24小时财经,300284.SZ
气派科技：跟华为、中兴、比亚迪等不存在直接合作关系，公司客户向他们提供产品,2023-07-10 10:37:55,快兰斯24小时财经,"002594.SZ,01211.HK,688141.SH,688216.SH"
磷化工板块震荡走高,2023-07-10 11:08:30,快兰斯24小时财经,"002895.SZ,600141.SH,300505.SZ,000422.SZ"
华泰股份等106股连续5日以上获融资净买入,2023-07-10 11:14:19,快兰斯24小时财经,"603719.SH,301170.SZ,600081.SH,000795.SZ,002572.SZ,600308.SH,000966.SZ,301255.SZ,688097.SH,688091.SH"
东方日升于宁波参设半导体公司 注册资本3亿元,2023-07-10 11:47:21,快兰斯24小时财经,GPS.US
汽车零部件板块午后震荡拉升,2023-07-10 13:12:18,快兰斯24小时财经,"603006.SH,002703.SZ,01057.HK,603319.SH,301020.SZ,002590.SZ"
燃气板块异动拉升,2023-07-10 13:18:18,快兰斯24小时财经,"600617.SH,000593.SZ,001299.SZ,001331.SZ"
无人驾驶概念午后上扬 万安科技午后涨停,2023-07-10 13:19:57,快兰斯24小时财经,"300928.SZ,002976.SZ,01057.HK,300807.SZ,002703.SZ,002590.SZ"
保险板块震荡下挫,2023-07-10 13:21:18,快兰斯24小时财经,"601601.SH,01336.HK,601319.SH,02601.HK,601336.SH"
山西证券：预计7-8月份煤炭价格具有较强支撑,2023-07-10 13:25:18,快兰斯24小时财经,"601088.SH,600256.SH,01088.HK,601225.SH,600546.SH,600395.SH,002500.SZ,600188.SH,01171.HK,601666.SH"
水利建设板块异动拉升 联合水务午后涨停,2023-07-10 13:27:20,快兰斯24小时财经,"301038.SZ,300262.SZ,600283.SH"
印制电路板概念股午后震荡走低,2023-07-10 13:33:55,快兰斯24小时财经,"603186.SH,002579.SZ,002436.SZ,300964.SZ,002463.SZ,002938.SZ"
高铁概念股异动拉升 晋西车轴午后涨停,2023-07-10 13:45:18,快兰斯24小时财经,"300011.SZ,300407.SZ,301016.SZ,600495.SH,601002.SH"
游戏板块午后持续拉升,2023-07-10 13:46:01,快兰斯24小时财经,"300043.SZ,002624.SZ,002558.SZ,300002.SZ,002605.SZ"
稀土永磁板块午后持续震荡走低,2023-07-10 13:48:54,快兰斯24小时财经,"300127.SZ,300095.SZ,000795.SZ,301141.SZ"
佳创视讯：已获取到visionOS SDK及模拟器 将在Vision Pro开发机开放申请后提交申请,2023-07-10 14:25:43,快兰斯24小时财经,AAPL.US
星云股份：星云智慧与中国民贸签署战略合作协议,2023-07-10 14:25:54,快兰斯24小时财经,HPE.US
大消费携手新能源反弹 谁的确定性更强？,2023-07-10 15:51:30,快兰斯24小时财经,000728.SZ
奥特维：拟设立合资公司,2023-07-10 16:14:27,快兰斯24小时财经,VJET.US
博实股份：获得万华物资4358万元商务合同,2023-07-10 17:11:43,快兰斯24小时财经,002698.SZ
东风集团股份：上半年汽车销量为94.5万辆 同比降23.4%,2023-07-10 18:15:19,快兰斯24小时财经,00489.HK
秦淮数据美股盘前涨超5%，报道称招商银行对其发出收购提议,2023-07-10 18:43:55,快兰斯24小时财经,CD.US
建艺集团：控股子公司中标1.5亿元工程项目,2023-07-10 18:52:30,快兰斯24小时财经,HUBG.US
诚迈科技：成为英伟达生态系统软件合作伙伴，联合成立汽车影像实验室,2023-07-10 19:15:12,快兰斯24小时财经,NVDA.US
中联重科：拟分拆所属子公司重组上市,2023-07-10 21:21:43,快兰斯24小时财经,"01157.HK,000157.SZ"
15家公司发布股票回购相关公告，天奈科技回购预案金额最高,2023-07-11 07:43:01,快兰斯24小时财经,"06690.HK,600690.SH"
地方国资A股并购的“潍坊答卷”,2023-07-11 09:03:56,快兰斯24小时财经,"00568.HK,002490.SZ,002083.SZ,300321.SZ"
光大证券：卤制品预计三季度企业盈利能力将显著改善,2023-07-11 09:04:10,快兰斯24小时财经,"HUBG.US,01458.HK"
房地产开发板块集体上涨，津滨发展涨5%,2023-07-11 09:27:45,快兰斯24小时财经,"000656.SZ,000609.SZ,000897.SZ"
房地产板块开盘拉升 津滨发展涨停,2023-07-11 09:32:25,快兰斯24小时财经,"000656.SZ,000014.SZ,000897.SZ,000961.SZ,000609.SZ"
汽车零部件板块盘初活跃 苏常柴A3连板,2023-07-11 09:33:20,快兰斯24小时财经,"600480.SH,002976.SZ,301186.SZ,000570.SZ"
国防军工板块盘初冲高 天迈科技涨超12%,2023-07-11 09:34:44,快兰斯24小时财经,"300807.SZ,002977.SZ,300342.SZ,300455.SZ"
健适医疗据悉考虑最快明年在香港IPO,2023-07-11 09:36:43,快兰斯24小时财经,GS.US
汽车整车板块盘初活跃,2023-07-11 09:37:33,快兰斯24小时财经,"000980.SZ,000800.SZ,000868.SZ"
存储芯片板块持续拉升,2023-07-11 09:42:19,快兰斯24小时财经,"000670.SZ,688525.SH,301308.SZ,300223.SZ,603986.SH"
养鸡板块拉升，仙坛股份涨超9%,2023-07-11 09:46:19,快兰斯24小时财经,"002299.SZ,002746.SZ,002458.SZ"
稀缺资源板块盘初走低,2023-07-11 09:50:14,快兰斯24小时财经,"600367.SH,000762.SZ,002428.SZ,002738.SZ,600141.SH"
液冷服务器板块震荡走高,2023-07-11 09:54:01,快兰斯24小时财经,"300602.SZ,300322.SZ,603019.SH,002261.SZ,301018.SZ,002475.SZ"
芯片半导体板块持续走高 华海诚科20CM涨停,2023-07-11 10:01:44,快兰斯24小时财经,"301308.SZ,688535.SH,688256.SH,688099.SH,688041.SH"
高盛“唱空”天赐材料：目前订单正常 Q2比Q1订单环比上升,2023-07-11 10:21:44,快兰斯24小时财经,GS.US
天原股份、德美化工等2亿元于佛山共设私募公司,2023-07-11 10:25:07,快兰斯24小时财经,002054.SZ
机器人板块异动拉升 科力尔6天3板,2023-07-11 10:28:12,快兰斯24小时财经,"002535.SZ,002527.SZ,002337.SZ,002553.SZ,002892.SZ"
天能股份于北京投资设立新能源科技公司,2023-07-11 10:42:00,快兰斯24小时财经,"001258.SZ,HURC.US"
九洲集团：共享储能项目分两期建设 预计一期项目在年内实现并网,2023-07-11 10:58:42,快兰斯24小时财经,CLNE.US
智能驾驶概念股持续活跃 浙江世宝午后涨停,2023-07-11 13:03:44,快兰斯24小时财经,"002703.SZ,01057.HK,000957.SZ,002446.SZ,601127.SH,002920.SZ,002590.SZ"
汽车零部件板块震荡走高 超达装备20CM 涨停,2023-07-11 13:05:03,快兰斯24小时财经,"600933.SH,301186.SZ,603037.SH,603348.SH,603596.SH,300580.SZ"
减速器概念股午后冲高,2023-07-11 13:06:54,快兰斯24小时财经,"002553.SZ,002472.SZ,603305.SH,301007.SZ"
水利建设板块震荡拉升 纳川股份大涨15%,2023-07-11 13:11:43,快兰斯24小时财经,"300737.SZ,300198.SZ,300177.SZ,000791.SZ,002884.SZ"
CPO概念股快速拉升，华工科技涨超5%,2023-07-11 13:38:56,快兰斯24小时财经,"000988.SZ,300308.SZ,300394.SZ"
贵金属板块震荡走高,2023-07-11 13:41:01,快兰斯24小时财经,"001337.SZ,600489.SH,000975.SZ,01787.HK,600547.SH"
汽车整车板块持续上涨 赛力斯触及涨停,2023-07-11 13:42:02,快兰斯24小时财经,"600418.SH,000957.SZ,01839.HK,301039.SZ,601127.SH,000625.SZ,000800.SZ,000980.SZ"
猪肉股午后持续震荡走弱,2023-07-11 13:53:18,快兰斯24小时财经,"002567.SZ,002124.SZ,600975.SH,000860.SZ"
机器人板块午后回温，山东威达涨停,2023-07-11 13:53:43,快兰斯24小时财经,"300503.SZ,002026.SZ,300780.SZ"
新疆本地股异动 友好集团午后涨停,2023-07-11 13:56:06,快兰斯24小时财经,"002302.SZ,002307.SZ,002941.SZ,600425.SH,600778.SH"
稀土永磁板块震荡回暖,2023-07-11 14:06:29,快兰斯24小时财经,"300127.SZ,000795.SZ,000970.SZ,06680.HK,300748.SZ"
电子商务板块震荡走高,2023-07-11 14:09:01,快兰斯24小时财经,"300591.SZ,605300.SH,002496.SZ,300975.SZ"
森特股份联合陕建股份等5亿元共设新能源建设公司,2023-07-11 14:17:11,快兰斯24小时财经,600248.SH
福斯特：公司铝塑复合膜产品在固态电池领域有应用的可能,2023-07-11 14:23:48,快兰斯24小时财经,FLS.US
强瑞技术：目前液冷测试设备主要应用于服务器领域 客户有华为和中兴通讯,2023-07-11 15:33:19,快兰斯24小时财经,"00763.HK,000063.SZ"
东鹏控股：上半年净利润预增202.65%–248.30%,2023-07-11 15:41:29,快兰斯24小时财经,03386.HK
东鹏控股：上半年净利润同比预增202.65%-248.3%,2023-07-11 16:08:59,快兰斯24小时财经,03386.HK
富春染织：向新野纺织预付货款2786万元 或面临无法收回风险,2023-07-11 16:13:57,快兰斯24小时财经,605189.SH
德赛西威现3.53亿元折价大宗交易,2023-07-11 16:31:02,快兰斯24小时财经,"600030.SH,06030.HK,002920.SZ"
华峰化学：上半年净利预降42.37%-47.80%,2023-07-11 18:08:44,快兰斯24小时财经,01398.HK
立霸股份：上半年净利润同比预增110.68%,2023-07-11 18:13:12,快兰斯24小时财经,603519.SH
国华网安：公司具备对移动应用进行安全加固的能力,2023-07-11 18:51:29,快兰斯24小时财经,00370.HK
华光环能：签订约2.69亿元设备销售合同,2023-07-11 18:51:54,快兰斯24小时财经,01133.HK
辉丰股份：子公司与宝武清能签氨氢能源领域合作框架协议,2023-07-11 18:52:20,快兰斯24小时财经,CLNE.US
百济神州：就欧司珀利单抗业务与诺华签署终止协议,2023-07-11 18:53:18,快兰斯24小时财经,NVS.US
德尔玛：子公司签署品类授权许可协议,2023-07-11 19:13:28,快兰斯24小时财经,PHG.US
东方明珠：拟不超5亿元受让老凤祥有限部分股权,2023-07-11 19:22:58,快兰斯24小时财经,"600612.SH,600637.SH"
国华网安：公司目前没有无人驾驶相关产品,2023-07-11 19:57:21,快兰斯24小时财经,00370.HK
东方精工：上半年净利同比预增30%-40%,2023-07-11 20:18:16,快兰斯24小时财经,YUM.US
上海数交所搭台助力全球商业信用风险管理供需对接，赋能企业国际业务,2023-07-11 23:10:12,快兰斯24小时财经,"600016.SH,601939.SH,601398.SH,01398.HK,600000.SH,DNB.US,01288.HK,00939.HK,601009.SH,01988.HK,002142.SZ,601288.SH"
上海二批次土拍首日揽金193.8亿元，招商、华发等摇号拿地,2023-07-12 06:48:06,快兰斯24小时财经,"600048.SH,001979.SZ,600325.SH"
应用场景再“上新”，数字人民币发展有望提速,2023-07-12 07:10:09,快兰斯24小时财经,"00941.HK,601398.SH,01398.HK,600050.SH,00762.HK,00728.HK,601728.SH,600941.SH"
自营业务修复形成支撑 上市券商上半年业绩可期,2023-07-12 08:34:04,快兰斯24小时财经,000728.SZ
豪掷超21亿元，东财老板娘大手笔“接盘”万达电影,2023-07-12 09:05:25,快兰斯24小时财经,"300033.SZ,002739.SZ,300059.SZ"
航空运输板块盘初下挫 中国东航跌超5%,2023-07-12 09:33:54,快兰斯24小时财经,"CEA.US,600115.SH,00753.HK,601111.SH,600029.SH,002928.SZ,ZNH.US"
光伏概念股盘初下跌,2023-07-12 09:35:19,快兰斯24小时财经,"JKS.US,688390.SH,688223.SH,301266.SZ,002459.SZ"
无人驾驶板块延续涨势 万安科技涨停,2023-07-12 09:38:54,快兰斯24小时财经,"002703.SZ,01057.HK,002448.SZ,300807.SZ,001266.SZ,002590.SZ"
智能电网板块大幅走高 虚拟电厂方向领涨,2023-07-12 09:55:31,快兰斯24小时财经,"300882.SZ,300713.SZ,300880.SZ,300360.SZ,002063.SZ,002112.SZ"
半导体设备板块震荡走低,2023-07-12 10:02:43,快兰斯24小时财经,"002371.SZ,688072.SH,688012.SH"
氟化工板块震荡走高 联创股份涨超10%,2023-07-12 10:20:01,快兰斯24小时财经,"300037.SZ,300343.SZ,600160.SH,605020.SH"
山东威达：全资子公司提供的电池包、控制器产品装配于特斯拉的儿童车上,2023-07-12 10:53:54,快兰斯24小时财经,TSLA.US
智能电网板块持续震荡走高 未来电器20CM涨停,2023-07-12 10:58:01,快兰斯24小时财经,"300713.SZ,300880.SZ,000682.SZ,603070.SH,301386.SZ"
种业概念异动拉升 神农科技拉涨超6%,2023-07-12 11:05:07,快兰斯24小时财经,"600313.SH,000998.SZ,300189.SZ"
机器人概念股午后震荡走低,2023-07-12 13:15:43,快兰斯24小时财经,"002553.SZ,300503.SZ,002472.SZ,002527.SZ"
稀土永磁概念回暖 中科磁业涨超11%,2023-07-12 13:20:18,快兰斯24小时财经,"603505.SH,002334.SZ,301141.SZ,300779.SZ"
中船系板块午后跳水,2023-07-12 13:28:29,快兰斯24小时财经,"301311.SZ,600072.SH,300847.SZ"
上周189家公司获机构投资者调研 超百家机构调研卫宁健康,2023-07-12 13:45:54,快兰斯24小时财经,"300253.SZ,300445.SZ"
AI概念持续下挫 浪潮信息触及跌停,2023-07-12 13:50:48,快兰斯24小时财经,"300620.SZ,300394.SZ,000936.SZ,000977.SZ,002229.SZ"
智能电网板块持续走高,2023-07-12 14:47:20,快兰斯24小时财经,"300713.SZ,300880.SZ,000682.SZ,002112.SZ,603070.SH,301386.SZ,002028.SZ"
陕西煤业：上半年净利同比预降53%-56%,2023-07-12 16:15:46,快兰斯24小时财经,601012.SH
华谊集团：上半年净利同比预降88.35%-91.26%,2023-07-12 17:56:29,快兰斯24小时财经,01398.HK
思瑞浦：公司与英伟达、AMD等企业暂无业务往来,2023-07-12 17:57:24,快兰斯24小时财经,"AMD.US,NVDA.US"
或向中国车企购买纯电平台？奥迪最新回应来了,2023-07-12 20:28:49,快兰斯24小时财经,"01211.HK,002594.SZ,00175.HK"
江苏雷利：预计今年汽车轻量化铝压铸产品收入将维持较高增速,2023-07-12 20:52:19,快兰斯24小时财经,001258.SZ
产业链人士透露：维信诺、京东方供货荣耀Magic V2,2023-07-12 21:42:19,快兰斯24小时财经,000725.SZ
恒为科技与中贝通信携手合作面向智算领域的高速网络解决方案,2023-07-12 22:47:45,快兰斯24小时财经,603220.SH
6家厦企上榜中国上市公司500强,2023-07-13 07:34:30,快兰斯24小时财经,"300750.SZ,600057.SH,600755.SH,600549.SH,600711.SH,000701.SZ,600153.SH"
福石控股旗下迪思传媒与科大讯飞签署合作备忘录,2023-07-13 08:26:22,快兰斯24小时财经,002230.SZ
贵金属板块高开,2023-07-13 09:28:19,快兰斯24小时财经,"001337.SZ,002155.SZ,600489.SH,01787.HK,600547.SH"
光伏概念股盘初活跃 HJT电池方向领涨,2023-07-13 09:33:01,快兰斯24小时财经,"300093.SZ,002529.SZ,300118.SZ,300751.SZ"
减速器板块快速下挫 中马传动触及跌停,2023-07-13 09:37:43,快兰斯24小时财经,"300780.SZ,002527.SZ,300817.SZ"
电力股开盘继续活跃 京能热力5连板,2023-07-13 09:38:25,快兰斯24小时财经,"300335.SZ,002893.SZ,600644.SH,001210.SZ,000862.SZ,002616.SZ,000027.SZ"
汽车零部件板块盘初下挫,2023-07-13 09:38:57,快兰斯24小时财经,"002703.SZ,002976.SZ,01057.HK,603048.SH,301488.SZ"
景点及旅游板块盘初走低,2023-07-13 09:41:19,快兰斯24小时财经,"000888.SZ,600706.SH,600593.SH,002033.SZ"
芯片半导体板块震荡走高 商络电子20CM涨停,2023-07-13 09:41:55,快兰斯24小时财经,"688535.SH,300975.SZ,001309.SZ,601133.SH"
白酒板块异动拉升,2023-07-13 09:45:44,快兰斯24小时财经,"600779.SH,600702.SH,000858.SZ,000568.SZ"
汽车板块多只人气股跳水 众泰汽车、浙江世宝触及跌停,2023-07-13 09:47:07,快兰斯24小时财经,"002976.SZ,002703.SZ,300926.SZ,01057.HK,301007.SZ,000980.SZ"
美锦能源等2亿元共设新材料科技公司,2023-07-13 09:51:51,快兰斯24小时财经,000723.SZ
Chiplet概念股震荡拉升 大港股份涨停,2023-07-13 09:54:00,快兰斯24小时财经,"002845.SZ,002156.SZ,002077.SZ,300813.SZ,600520.SH,300814.SZ,002579.SZ"
减速器概念股震荡走弱,2023-07-13 09:54:19,快兰斯24小时财经,"300817.SZ,002527.SZ,300780.SZ,301007.SZ,301398.SZ"
港股CXO板块走高,2023-07-13 09:58:18,快兰斯24小时财经,"01548.HK,03759.HK,02269.HK,300759.SZ"
印制电路板概念股震荡走强 中富电路20CM涨停,2023-07-13 10:06:55,快兰斯24小时财经,"300936.SZ,301041.SZ,600601.SH,300813.SZ,300903.SZ,300814.SZ"
存储芯片板块持续走高 华海诚科3天2板,2023-07-13 10:09:19,快兰斯24小时财经,"300184.SZ,002654.SZ,603933.SH,300475.SZ,001309.SZ,301308.SZ,688110.SH"
电力板块异动拉升 深圳能源涨超6%,2023-07-13 10:12:55,快兰斯24小时财经,"600483.SH,000027.SZ,000862.SZ"
中贝通信与恒为科技就智算领域开展技术交流,2023-07-13 10:14:20,快兰斯24小时财经,603220.SH
荣耀折叠屏V2钛合金轴盖主要供应商为金太阳,2023-07-13 10:16:31,快兰斯24小时财经,300606.SZ
信隆健康：前两年在电动滑板车方面与Radio Flyer有大量合作 为该公司重要供应商,2023-07-13 10:39:06,快兰斯24小时财经,TSLA.US
三联锻造：公司的产品暂未用于特斯拉儿童车,2023-07-13 10:41:01,快兰斯24小时财经,TSLA.US
